ticker,title,status,yes_price_cents,no_price_cents,yes_probability,no_probability,close_time,outcome,category,subtitle
KXNCAAMBSPREAD-26JAN03PURWIS-PUR1,Purdue wins by over 1.5 Points?,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNCAAMBTOTAL-26JAN03PURWIS-166,Purdue at Wisconsin: Total Points,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNCAAMBTOTAL-26JAN03PURWIS-163,Purdue at Wisconsin: Total Points,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNCAAMBTOTAL-26JAN03PURWIS-160,Purdue at Wisconsin: Total Points,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNCAAMBTOTAL-26JAN03PURWIS-157,Purdue at Wisconsin: Total Points,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNCAAMBTOTAL-26JAN03PURWIS-154,Purdue at Wisconsin: Total Points,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNCAAMBTOTAL-26JAN03PURWIS-151,Purdue at Wisconsin: Total Points,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNCAAMBTOTAL-26JAN03PURWIS-148,Purdue at Wisconsin: Total Points,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNCAAMBTOTAL-26JAN03PURWIS-145,Purdue at Wisconsin: Total Points,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNCAAMBTOTAL-26JAN03PURWIS-142,Purdue at Wisconsin: Total Points,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNCAAMBTOTAL-26JAN03PURWIS-139,Purdue at Wisconsin: Total Points,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNCAAMBTOTAL-26JAN03PURWIS-136,Purdue at Wisconsin: Total Points,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNFLRSHYDS-26JAN03SEASF-SFBROBINSON3-40,Brian Robinson Jr. records 40+ rushing yards,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNFLRSHYDS-26JAN03SEASF-SFBROBINSON3-30,Brian Robinson Jr. records 30+ rushing yards,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNFLRSHYDS-26JAN03SEASF-SFBROBINSON3-20,Brian Robinson Jr. records 20+ rushing yards,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNFLRSHYDS-26JAN03SEASF-SFBROBINSON3-10,Brian Robinson Jr. records 10+ rushing yards,active,0,100,,1.0,2026-01-18T01:00:00Z,,,
KXNBAMENTION-26JAN03PHINYK-TRIP,"What will the announcers say during Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T05:30:00Z,,,
KXNBAMENTION-26JAN03PHINYK-TRAD,"What will the announcers say during Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T05:30:00Z,,,
KXNBAMENTION-26JAN03PHINYK-TECH,"What will the announcers say during Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T05:30:00Z,,,
KXNBAMENTION-26JAN03PHINYK-RETI,"What will the announcers say during Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T05:30:00Z,,,
KXNBAMENTION-26JAN03PHINYK-PLAY,"What will the announcers say during Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T05:30:00Z,,,
KXNBAMENTION-26JAN03PHINYK-MVP,"What will the announcers say during Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T05:30:00Z,,,
KXNBAMENTION-26JAN03PHINYK-MSG,"What will the announcers say during Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T05:30:00Z,,,
KXNBAMENTION-26JAN03PHINYK-INJU,"What will the announcers say during Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T05:30:00Z,,,
KXNBAMENTION-26JAN03PHINYK-BUZZ,"What will the announcers say during Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T05:30:00Z,,,
KXNBAMENTION-26JAN03PHINYK-ANKL,"What will the announcers say during Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T05:30:00Z,,,
KXNBAMENTION-26JAN03PHINYK-ALLE,"What will the announcers say during Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T05:30:00Z,,,
KXNBAMENTION-26JAN03PHINYK-ALL,"What will the announcers say during Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T05:30:00Z,,,
KXNBAMENTION-26JAN03PHINYK-AIR,"What will the announcers say during Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T05:30:00Z,,,
KXNBAMENTION-26JAN03BOSLAC-TRIP,"What will the announcers say during Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T08:00:00Z,,,
KXNBAMENTION-26JAN03BOSLAC-TRAD,"What will the announcers say during Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T08:00:00Z,,,
KXNBAMENTION-26JAN03BOSLAC-TECH,"What will the announcers say during Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T08:00:00Z,,,
KXNBAMENTION-26JAN03BOSLAC-RETI,"What will the announcers say during Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T08:00:00Z,,,
KXNBAMENTION-26JAN03BOSLAC-PLAY,"What will the announcers say during Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T08:00:00Z,,,
KXNBAMENTION-26JAN03BOSLAC-MVP,"What will the announcers say during Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T08:00:00Z,,,
KXNBAMENTION-26JAN03BOSLAC-INTU,"What will the announcers say during Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T08:00:00Z,,,
KXNBAMENTION-26JAN03BOSLAC-INJU,"What will the announcers say during Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T08:00:00Z,,,
KXNBAMENTION-26JAN03BOSLAC-BUZZ,"What will the announcers say during Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T08:00:00Z,,,
KXNBAMENTION-26JAN03BOSLAC-ANKL,"What will the announcers say during Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T08:00:00Z,,,
KXNBAMENTION-26JAN03BOSLAC-ALLE,"What will the announcers say during Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T08:00:00Z,,,
KXNBAMENTION-26JAN03BOSLAC-ALL,"What will the announcers say during Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T08:00:00Z,,,
KXNBAMENTION-26JAN03BOSLAC-AIR,"What will the announcers say during Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026?",active,0,100,,1.0,2026-01-04T08:00:00Z,,,
KXNFLRSHYDS-26JAN04INDHOU-HOUWMARKS27-80,Woody Marks records 80+ rushing yards,active,0,100,,1.0,2026-01-18T18:00:00Z,,,
KXNFLRSHYDS-26JAN04INDHOU-HOUWMARKS27-70,Woody Marks records 70+ rushing yards,active,0,100,,1.0,2026-01-18T18:00:00Z,,,
KXNFLRSHYDS-26JAN04INDHOU-HOUWMARKS27-60,Woody Marks records 60+ rushing yards,active,0,100,,1.0,2026-01-18T18:00:00Z,,,
KXNFLRSHYDS-26JAN04INDHOU-HOUWMARKS27-50,Woody Marks records 50+ rushing yards,active,0,100,,1.0,2026-01-18T18:00:00Z,,,
KXNFLRSHYDS-26JAN04INDHOU-HOUWMARKS27-40,Woody Marks records 40+ rushing yards,active,0,100,,1.0,2026-01-18T18:00:00Z,,,
KXNFLREC-26JAN04DETCHI-CHIDMOORE2-5,DJ Moore records 5+ receptions,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLREC-26JAN04DETCHI-CHIDMOORE2-4,DJ Moore records 4+ receptions,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLREC-26JAN04DETCHI-CHIDMOORE2-2,DJ Moore records 2+ receptions,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLREC-26JAN04DETCHI-CHIDMOORE2-1,DJ Moore records 1+ receptions,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXPARDONSTRUMP-26JAN-63,"Will Trump pardon between 26 and 100 people before Feb 1, 2026?",active,0,100,,1.0,2026-02-01T15:00:00Z,,,
KXPARDONSTRUMP-26JAN-3,"Will Trump pardon between 3 and 3 people before Feb 1, 2026?",active,0,100,,1.0,2026-02-01T15:00:00Z,,,
KXPARDONSTRUMP-26JAN-2,"Will Trump pardon between 2 and 2 people before Feb 1, 2026?",active,0,100,,1.0,2026-02-01T15:00:00Z,,,
KXPARDONSTRUMP-26JAN-14,"Will Trump pardon between 4 and 25 people before Feb 1, 2026?",active,0,100,,1.0,2026-02-01T15:00:00Z,,,
KXPARDONSTRUMP-26JAN-100,"Will Trump pardon above 100 people before Feb 1, 2026?",active,0,100,,1.0,2026-02-01T15:00:00Z,,,
KXPARDONSTRUMP-26JAN-1,"Will Trump pardon between 1 and 1 people before Feb 1, 2026?",active,0,100,,1.0,2026-02-01T15:00:00Z,,,
KXPARDONSTRUMP-26JAN-0,"Will Trump pardon between 0 and 0 people before Feb 1, 2026?",active,0,100,,1.0,2026-02-01T15:00:00Z,,,
KXCODINGMODEL-26DEC-ZAI,"Which AI company will have the best coding model on Dec 31, 2026?",active,0,100,,1.0,2026-12-31T15:00:00Z,,,
KXCODINGMODEL-26DEC-XAI,"Which AI company will have the best coding model on Dec 31, 2026?",active,0,100,,1.0,2026-12-31T15:00:00Z,,,
KXCODINGMODEL-26DEC-OPEN,"Which AI company will have the best coding model on Dec 31, 2026?",active,0,100,,1.0,2026-12-31T15:00:00Z,,,
KXCODINGMODEL-26DEC-MOON,"Which AI company will have the best coding model on Dec 31, 2026?",active,0,100,,1.0,2026-12-31T15:00:00Z,,,
KXCODINGMODEL-26DEC-GOOG,"Which AI company will have the best coding model on Dec 31, 2026?",active,0,100,,1.0,2026-12-31T15:00:00Z,,,
KXCODINGMODEL-26DEC-DEEP,"Which AI company will have the best coding model on Dec 31, 2026?",active,0,100,,1.0,2026-12-31T15:00:00Z,,,
KXCODINGMODEL-26DEC-BAID,"Which AI company will have the best coding model on Dec 31, 2026?",active,0,100,,1.0,2026-12-31T15:00:00Z,,,
KXCODINGMODEL-26DEC-ANTH,"Which AI company will have the best coding model on Dec 31, 2026?",active,0,100,,1.0,2026-12-31T15:00:00Z,,,
KXCODINGMODEL-26DEC-ALIB,"Which AI company will have the best coding model on Dec 31, 2026?",active,0,100,,1.0,2026-12-31T15:00:00Z,,,
KXGPTCOST-27,Will OpenAI increase the cost of ChatGPT?,active,0,100,,1.0,2027-01-01T15:00:00Z,,,
KXNFLANYTD-26JAN04CLECIN-CINCBROWN30,Cleveland at Cincinnati: Anytime Touchdown Scorer: Chase Brown,active,0,100,,1.0,2026-01-18T18:00:00Z,,,
KXNFLFIRSTTD-26JAN04CLECIN-CINCBROWN30,Cleveland at Cincinnati: First Touchdown Scorer: Chase Brown,active,0,100,,1.0,2026-01-18T18:00:00Z,,,
KXNFLANYTD-26JAN04LACDEN-DENBNIX10,Los Angeles C at Denver: Anytime Touchdown Scorer: Bo Nix,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLFIRSTTD-26JAN04LACDEN-DENBNIX10,Los Angeles C at Denver: First Touchdown Scorer: Bo Nix,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLPASSYDS-26JAN04MIANE-MIAQEWERS14-350,Quinn Ewers records 350+ passing yards,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLPASSYDS-26JAN04MIANE-MIAQEWERS14-325,Quinn Ewers records 325+ passing yards,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLPASSYDS-26JAN04MIANE-MIAQEWERS14-300,Quinn Ewers records 300+ passing yards,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLPASSYDS-26JAN04MIANE-MIAQEWERS14-275,Quinn Ewers records 275+ passing yards,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLPASSYDS-26JAN04MIANE-MIAQEWERS14-250,Quinn Ewers records 250+ passing yards,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLPASSYDS-26JAN04MIANE-MIAQEWERS14-225,Quinn Ewers records 225+ passing yards,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLPASSYDS-26JAN04MIANE-MIAQEWERS14-200,Quinn Ewers records 200+ passing yards,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLPASSYDS-26JAN04MIANE-MIAQEWERS14-175,Quinn Ewers records 175+ passing yards,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLRECYDS-26JAN04DETCHI-CHILBURDEN10-90,Luther Burden III records 90+ receiving yards,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLRECYDS-26JAN04DETCHI-CHILBURDEN10-80,Luther Burden III records 80+ receiving yards,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLRECYDS-26JAN04DETCHI-CHILBURDEN10-70,Luther Burden III records 70+ receiving yards,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLRECYDS-26JAN04DETCHI-CHILBURDEN10-50,Luther Burden III records 50+ receiving yards,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLRECYDS-26JAN04DETCHI-CHILBURDEN10-40,Luther Burden III records 40+ receiving yards,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXCBDECISIONCHINA-26JAN19-HOLD,Will the People's Bank of China Maintain current rate at the Jan 2026 PBOC meeting?,active,0,100,,1.0,2026-01-20T01:14:00Z,,,
KXCBDECISIONCHINA-26JAN19-H10P,Will the People's Bank of China Hike more than 10bp at the Jan 2026 PBOC meeting?,active,0,100,,1.0,2026-01-20T01:14:00Z,,,
KXCBDECISIONCHINA-26JAN19-H10,Will the People's Bank of China Hike 1-10 basis points at the Jan 2026 PBOC meeting?,active,0,100,,1.0,2026-01-20T01:14:00Z,,,
KXCBDECISIONCHINA-26JAN19-C10P,Will the People's Bank of China Cut more than 10bp at the Jan 2026 PBOC meeting?,active,0,100,,1.0,2026-01-20T01:14:00Z,,,
KXCBDECISIONCHINA-26JAN19-C10,Will the People's Bank of China Cut 1-10 basis points at the Jan 2026 PBOC meeting?,active,0,100,,1.0,2026-01-20T01:14:00Z,,,
KXTOKENLAUNCH-27JAN01-UNIT,"Will Unit launch a token before Jan 1, 2027?",active,0,100,,1.0,2026-12-31T18:59:00Z,,,
KXTOKENLAUNCH-27JAN01-TEMPO,"Will Tempo launch a token before Jan 1, 2027?",active,0,100,,1.0,2026-12-31T18:59:00Z,,,
KXTOKENLAUNCH-27JAN01-RAIN,"Will Rainbow launch a token before Jan 1, 2027?",active,0,100,,1.0,2026-12-31T18:59:00Z,,,
KXTOKENLAUNCH-27JAN01-RABB,"Will Rabby launch a token before Jan 1, 2027?",active,0,100,,1.0,2026-12-31T18:59:00Z,,,
KXTOKENLAUNCH-27JAN01-PHAN,"Will Phantom launch a token before Jan 1, 2027?",active,0,100,,1.0,2026-12-31T18:59:00Z,,,
KXTOKENLAUNCH-27JAN01-OSTI,"Will Ostium launch a token before Jan 1, 2027?",active,0,100,,1.0,2026-12-31T18:59:00Z,,,
KXTOKENLAUNCH-27JAN01-OPEN,"Will OpenSea launch a token before Jan 1, 2027?",active,0,100,,1.0,2026-12-31T18:59:00Z,,,
KXTOKENLAUNCH-27JAN01-META,"Will MetaMask launch a token before Jan 1, 2027?",active,0,100,,1.0,2026-12-31T18:59:00Z,,,
KXTOKENLAUNCH-27JAN01-FOMO,"Will Fomo launch a token before Jan 1, 2027?",active,0,100,,1.0,2026-12-31T18:59:00Z,,,
KXTOKENLAUNCH-27JAN01-FELI,"Will Felix launch a token before Jan 1, 2027?",active,0,100,,1.0,2026-12-31T18:59:00Z,,,
KXTOKENLAUNCH-27JAN01-EXPO,"Will Exponent launch a token before Jan 1, 2027?",active,0,100,,1.0,2026-12-31T18:59:00Z,,,
KXTOKENLAUNCH-27JAN01-BASE,"Will Base launch a token before Jan 1, 2027?",active,0,100,,1.0,2026-12-31T18:59:00Z,,,
KXTOKENLAUNCH-27JAN01-BACK,"Will Backpack launch a token before Jan 1, 2027?",active,0,100,,1.0,2026-12-31T18:59:00Z,,,
KXTOKENLAUNCH-27JAN01-ARC,"Will Arc launch a token before Jan 1, 2027?",active,0,100,,1.0,2026-12-31T18:59:00Z,,,
KXTOKENLAUNCH-27JAN01-ABST,"Will Abstract launch a token before Jan 1, 2027?",active,0,100,,1.0,2026-12-31T18:59:00Z,,,
KXFEATURETRAVISSCOTT-27-YE,Will Kanye West (Ye) be featured on Travis Scott's next album?,active,0,100,,1.0,2027-01-01T15:00:00Z,,,
KXFEATURETRAVISSCOTT-27-SZA,Will SZA be featured on Travis Scott's next album?,active,0,100,,1.0,2027-01-01T15:00:00Z,,,
KXFEATURETRAVISSCOTT-27-SOF,Will SoFaygo be featured on Travis Scott's next album?,active,0,100,,1.0,2027-01-01T15:00:00Z,,,
KXFEATURETRAVISSCOTT-27-SHE,Will Sheck Wes be featured on Travis Scott's next album?,active,0,100,,1.0,2027-01-01T15:00:00Z,,,
KXFEATURETRAVISSCOTT-27-PLA,Will Playboi Carti be featured on Travis Scott's next album?,active,0,100,,1.0,2027-01-01T15:00:00Z,,,
KXFEATURETRAVISSCOTT-27-FUT,Will Future be featured on Travis Scott's next album?,active,0,100,,1.0,2027-01-01T15:00:00Z,,,
KXFEATURETRAVISSCOTT-27-DRA,Will Drake be featured on Travis Scott's next album?,active,0,100,,1.0,2027-01-01T15:00:00Z,,,
KXFEATURETRAVISSCOTT-27-DON,Will Don Toliver be featured on Travis Scott's next album?,active,0,100,,1.0,2027-01-01T15:00:00Z,,,
KXFEATURETRAVISSCOTT-27-BAB,Will Lil Baby be featured on Travis Scott's next album?,active,0,100,,1.0,2027-01-01T15:00:00Z,,,
KXFEATURETRAVISSCOTT-27-21S,Will 21 Savage be featured on Travis Scott's next album?,active,0,100,,1.0,2027-01-01T15:00:00Z,,,
KXVENUEPERFORMANCEMSG-27DEC31-WEE,Will The Weeknd perform at Madison Square Garden 2027?,active,0,100,,1.0,2028-01-07T15:00:00Z,,,
KXVENUEPERFORMANCEMSG-27DEC31-TRA,Will Travis Scott perform at Madison Square Garden 2027?,active,0,100,,1.0,2028-01-07T15:00:00Z,,,
KXVENUEPERFORMANCEMSG-27DEC31-TAY,Will Taylor Swift perform at Madison Square Garden 2027?,active,0,100,,1.0,2028-01-07T15:00:00Z,,,
KXVENUEPERFORMANCEMSG-27DEC31-TAT,Will Tate McRae perform at Madison Square Garden 2027?,active,0,100,,1.0,2028-01-07T15:00:00Z,,,
KXVENUEPERFORMANCEMSG-27DEC31-SAB,Will Sabrina Carpenter perform at Madison Square Garden 2027?,active,0,100,,1.0,2028-01-07T15:00:00Z,,,
KXVENUEPERFORMANCEMSG-27DEC31-PLA,Will Playboi Carti perform at Madison Square Garden 2027?,active,0,100,,1.0,2028-01-07T15:00:00Z,,,
KXVENUEPERFORMANCEMSG-27DEC31-OLI,Will Olivia Rodrigo perform at Madison Square Garden 2027?,active,0,100,,1.0,2028-01-07T15:00:00Z,,,
KXVENUEPERFORMANCEMSG-27DEC31-KAN,Will Kanye West (Ye) perform at Madison Square Garden 2027?,active,0,100,,1.0,2028-01-07T15:00:00Z,,,
KXVENUEPERFORMANCEMSG-27DEC31-ICE,Will Ice Spice perform at Madison Square Garden 2027?,active,0,100,,1.0,2028-01-07T15:00:00Z,,,
KXVENUEPERFORMANCEMSG-27DEC31-FRE,Will Fred again.. perform at Madison Square Garden 2027?,active,0,100,,1.0,2028-01-07T15:00:00Z,,,
KXVENUEPERFORMANCEMSG-27DEC31-DRA,Will Drake perform at Madison Square Garden 2027?,active,0,100,,1.0,2028-01-07T15:00:00Z,,,
KXVENUEPERFORMANCEMSG-27DEC31-CHA,Will Chappell Roan perform at Madison Square Garden 2027?,active,0,100,,1.0,2028-01-07T15:00:00Z,,,
KXVENUEPERFORMANCEMSG-27DEC31-CEN,Will Central Cee perform at Madison Square Garden 2027?,active,0,100,,1.0,2028-01-07T15:00:00Z,,,
KXVENUEPERFORMANCEMSG-27DEC31-BRU,Will Bruno Mars perform at Madison Square Garden 2027?,active,0,100,,1.0,2028-01-07T15:00:00Z,,,
KXVENUEPERFORMANCEMSG-27DEC31-BAD,Will Bad Bunny perform at Madison Square Garden 2027?,active,0,100,,1.0,2028-01-07T15:00:00Z,,,
KXNBA2D-26JAN02DENCLE-CLEDGARLAND10,Denver at Cleveland: Double Doubles: Darius Garland,active,0,100,,1.0,2026-01-17T00:30:00Z,,,
KXNBA3PT-26JAN02DENCLE-CLEDGARLAND10-5,Darius Garland records 5+ threes,active,0,100,,1.0,2026-01-17T00:30:00Z,,,
KXNBA3PT-26JAN02DENCLE-CLEDGARLAND10-4,Darius Garland records 4+ threes,active,0,100,,1.0,2026-01-17T00:30:00Z,,,
KXNBA3PT-26JAN02DENCLE-CLEDGARLAND10-3,Darius Garland records 3+ threes,active,0,100,,1.0,2026-01-17T00:30:00Z,,,
KXNBA3PT-26JAN02DENCLE-CLEDGARLAND10-2,Darius Garland records 2+ threes,active,0,100,,1.0,2026-01-17T00:30:00Z,,,
KXNBA3PT-26JAN02DENCLE-CLEDGARLAND10-1,Darius Garland records 1+ threes,active,0,100,,1.0,2026-01-17T00:30:00Z,,,
KXNBAAST-26JAN02DENCLE-CLEDGARLAND10-8,Darius Garland records 8+ assists,active,0,100,,1.0,2026-01-17T00:30:00Z,,,
KXNBAAST-26JAN02DENCLE-CLEDGARLAND10-7,Darius Garland records 7+ assists,active,0,100,,1.0,2026-01-17T00:30:00Z,,,
KXNBAAST-26JAN02DENCLE-CLEDGARLAND10-6,Darius Garland records 6+ assists,active,0,100,,1.0,2026-01-17T00:30:00Z,,,
KXNBAAST-26JAN02DENCLE-CLEDGARLAND10-12,Darius Garland records 12+ assists,active,0,100,,1.0,2026-01-17T00:30:00Z,,,
KXNBAAST-26JAN02DENCLE-CLEDGARLAND10-10,Darius Garland records 10+ assists,active,0,100,,1.0,2026-01-17T00:30:00Z,,,
KXNFLANYTD-26JAN04KCLV-KCKHUNT29,Kansas City at Las Vegas: Anytime Touchdown Scorer: Kareem Hunt,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXNFLFIRSTTD-26JAN04KCLV-KCKHUNT29,Kansas City at Las Vegas: First Touchdown Scorer: Kareem Hunt,active,0,100,,1.0,2026-01-18T21:25:00Z,,,
KXLAGODAYS-26JAN-5,Will Trump make 5 trips to Mar-a-Lago as President in Jan 2026?,active,0,100,,1.0,2026-02-02T04:59:00Z,,,
KXLAGODAYS-26JAN-4,Will Trump make 4 trips to Mar-a-Lago as President in Jan 2026?,active,0,100,,1.0,2026-02-02T04:59:00Z,,,
KXLAGODAYS-26JAN-3,Will Trump make 3 trips to Mar-a-Lago as President in Jan 2026?,active,0,100,,1.0,2026-02-02T04:59:00Z,,,
KXLAGODAYS-26JAN-2,Will Trump make 2 trips to Mar-a-Lago as President in Jan 2026?,active,0,100,,1.0,2026-02-02T04:59:00Z,,,
KXLAGODAYS-26JAN-1,Will Trump make 1 trips to Mar-a-Lago as President in Jan 2026?,active,0,100,,1.0,2026-02-02T04:59:00Z,,,
KXWMARMAD-26-USC,Will USC win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-UNC,Will North Carolina win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-UK,Will Kentucky win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-UCLA,Will UCLA win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-TEX,Will Texas win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-TENN,Will Tennessee win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-TCU,Will TCU win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-SCAR,Will South Carolina win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-OKLA,Will Oklahoma win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-ND,Will Notre Dame win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-NCST,Will North Carolina St. win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-MISS,Will Ole Miss win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-MICH,Will Michigan win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-LSU,Will LSU win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-LOU,Will Louisville win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-ISU,Will Iowa St. win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-IOWA,Will Iowa win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-DUKE,Will Duke win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-CONN,Will UConn win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXWMARMAD-26-BAY,Will Baylor win the Women's College Basketball National Championship?,active,0,100,,1.0,2026-04-19T14:00:00Z,,,
KXOSCARNOMDIR-26-MAS,2026 Best Director Oscar nominations?,active,0,100,,1.0,2026-01-22T17:30:00Z,,,Mascha Schilinski:: Sound of Falling
KXBTCMAXY-26DEC31-99999.99,"Will Bitcoin be above $99999.99 by Dec 31, 2026 at 11:59 PM ET?",active,0,100,,1.0,2027-01-01T04:59:00Z,,,
KXBTCMAXY-26DEC31-109999.99,"Will Bitcoin be above $109999.99 by Dec 31, 2026 at 11:59 PM ET?",active,0,100,,1.0,2027-01-01T04:59:00Z,,,
KXARTISTCOLLABDRAKEPLAYBOICARTI-2027,Will Drake and Playboi Carti make a song together?,active,0,100,,1.0,2027-01-01T15:00:00Z,,,
KXCRYPTOPAY-27,"Will any of Google, Meta, Amazon, Tesla, or X accept crypto for any of their core services in 2026?",active,0,100,,1.0,2027-01-01T15:00:00Z,,,
